category,cost,cuisine,featured,location,names,rating,reviews,urls
Dessert Parlor,Rs. 300,"Bakery,Desserts",,Borivali West,"The White Creme
                                    ","4.1,4.4",,https://www.zomato.com/mumbai/the-white-creme-borivali-west
Casual Dining,"Rs. 1,200","Asian,Chinese",Pan-Asian Delicacies,"Royal Tulip, Kharghar","Chi Na Chi Ni
                                    ","4.4,4.1",,https://www.zomato.com/mumbai/chi-na-chi-ni-kharghar-navi-mumbai
,Rs. 400,Bakery,,"Naupada, Thane West","Candy Kisses
                                    ",4.3,(621 Reviews),https://www.zomato.com/mumbai/candy-kisses-naupada-thane-west-thane
Dessert Parlor,Rs. 300,"Desserts,Bakery",,Nerul,"Yoobee  Cakes
                                    ",4.3,(293 Reviews),https://www.zomato.com/mumbai/yoobee-cakes-nerul-navi-mumbai
Sweet Shop,Rs. 200,"Mithai,Street Food",,Vile Parle East,"Heerson
                                    ",4.3,(146 Reviews),https://www.zomato.com/mumbai/heerson-vile-parle-east
Fine Dining,"Rs. 4,200","Konkan,Malwani,South Indian,Seafood","Regional Favorites,Super Seafood","President, Cuffe Parade","The Konkan Cafe - President, Mumbai - IHCL SeleQtions
                                    ",4.3,(420 Reviews),https://www.zomato.com/mumbai/the-konkan-cafe-president-mumbai-ihcl-seleqtions-cuffe-parade
"Casual Dining,Bar","Rs. 1,900","Continental,Asian,North Indian",,Colaba,"Garage Inc. Public House
                                    ",4.3,"(1,792 Reviews)",https://www.zomato.com/mumbai/garage-inc-public-house-colaba
Bakery,Rs. 250,"Bakery,Desserts,Fast Food","
                                                                                        10% off on your first order
                                        ",Kalyan,"Ribbons & Balloons
                                    ",4.3,(114 Reviews),https://www.zomato.com/mumbai/ribbons-balloons-1-kalyan-thane
Dessert Parlor,Rs. 150,"Desserts,Ice Cream",,Malad West,"Enrich Kulfi
                                    ","4.2,4.4",,https://www.zomato.com/mumbai/enrich-kulfi-malad-west
Quick Bites,Rs. 600,"American,Fast Food,Burger,Salad","Kickass Burgers,Best of Mumbai",4 Bungalows,"The Serial Griller
                                    ","4.5,4.0",,https://www.zomato.com/TheSerialGriller
Dessert Parlor,Rs. 350,"Ice Cream,Desserts,Beverages,Bakery",,Vashi,"TIB - The Ice-cream Bakery
                                    ","4.4,4.1",,https://www.zomato.com/mumbai/tib-the-ice-cream-bakery-vashi-navi-mumbai
"Bar,Casual Dining","Rs. 1,800","Continental,Italian,Lebanese,Asian,European",Up to 40% OFF,Veera Desai Area,"Rikē - Terrace Bar & Grill
                                    ",4.3,"(2,636 Reviews)",https://www.zomato.com/mumbai/rik-terrace-bar-grill-veera-desai-area
,Rs. 600,"North Indian,Chinese,Rolls","
                                                                                        10% off on all orders above ₹199
                                        ",Lower Parel,"Take-Away-Express
                                    ",4.3,"(1,151 Reviews)",https://www.zomato.com/mumbai/take-away-express-lower-parel
,Rs. 550,"Pizza,Italian","
                                                                                        ₹75 off on all orders above ₹499
                                        ",Bandra East,"Olea
                                    ",4.3,(87 Reviews),https://www.zomato.com/mumbai/olea-bandra-east
"Casual Dining,Bar","Rs. 2,000","Continental,Italian,Seafood,North Indian,Cafe",,"Phoenix Marketcity, Kurla","Cafe Delhi Heights
                                    ",4.3,(986 Reviews),https://www.zomato.com/mumbai/cafe-delhi-heights-1-kurla
Café,"Rs. 1,000","Cafe,Desserts,Fast Food",Great Coffee,Fort,"Kala Ghoda Cafe
                                    ",4.3,"(2,283 Reviews)",https://www.zomato.com/mumbai/kala-ghoda-cafe-fort
"Bakery,Quick Bites",Rs. 400,"Bakery,Desserts,Fast Food,Rolls",,"Andheri Lokhandwala, Andheri West","Leo's Boulangerie
                                    ","4.2,4.3",,https://www.zomato.com/mumbai/leos-boulangerie-andheri-lokhandwala
,Rs. 450,Chinese,,Chembur,"One By Two
                                    ",4.3,(345 Reviews),https://www.zomato.com/mumbai/one-by-two-chembur
Sweet Shop,Rs. 150,Mithai,,Kandivali West,"Tushti
                                    ",4.3,(145 Reviews),https://www.zomato.com/mumbai/tushti-kandivali-west
Fine Dining,"Rs. 4,000","North Indian,Asian,Continental","All-Day Dining,Sunday Brunches,Luxury Dining","The Westin Mumbai Garden City, Goregaon East","Seasonal Tastes - The Westin Mumbai Garden City
                                    ",4.3,"(1,384 Reviews)",https://www.zomato.com/mumbai/seasonal-tastes-the-westin-mumbai-garden-city-goregaon-east
Pub,"Rs. 1,500","Italian,Mexican,Chinese,North Indian,American,Desserts",Live Sports Screenings,"De Mall, Veera Desai Area","Agent Jack's Bar
                                    ",4.3,"(1,732 Reviews)",https://www.zomato.com/mumbai/agent-jacks-bar-veera-desai-area
Bakery,Rs. 700,"Bakery,Desserts","Sweet Tooth,Custom Bakes","Reclamation, Bandra West","Country Of Origin
                                    ",4.3,(468 Reviews),https://www.zomato.com/mumbai/country-of-origin-reclamation-bandra-west
Bakery,Rs. 500,"Bakery,Desserts",,Fort,"Oh Dough
                                    ",4.3,(539 Reviews),https://www.zomato.com/mumbai/oh-dough-fort
"Bakery,Dessert Parlor",Rs. 500,"Bakery,Desserts",,Charni Road,"Cake Bites
                                    ",4.3,(101 Reviews),https://www.zomato.com/mumbai/cake-bites-charni-road
"Casual Dining,Bar","Rs. 1,500","Chinese,Continental,Mexican,North Indian",,Sanpada,"91 Rosewood Villa
                                    ","4.4,4.1",,https://www.zomato.com/mumbai/91-rosewood-villa-sanpada-navi-mumbai
Quick Bites,Rs. 250,"Momos,Fast Food",,"Castle Mill, Thane West","Captain Momos
                                    ",4.3,(314 Reviews),https://www.zomato.com/mumbai/captain-momos-castle-mill-thane-west-thane
Quick Bites,Rs. 200,South Indian,"Regional Favorites,Great Breakfasts",Matunga East,"Mani's Lunch Home
                                    ",4.3,(859 Reviews),https://www.zomato.com/mumbai/manis-lunch-home-matunga-east
Dessert Parlor,Rs. 400,"Ice Cream,Desserts,Beverages",,"7 Bungalows, Andheri West","Sancha Ice Creams
                                    ",4.3,(420 Reviews),https://www.zomato.com/mumbai/sancha-ice-creams-7-bungalows
,Rs. 600,"Chinese,Continental","
                                                                                        40% off on all orders
                                        ",Malad West,"Chasing Flavours
                                    ",4.3,(49 Reviews),https://www.zomato.com/mumbai/chasing-flavours-malad-west
,Rs. 700,"North Indian,Chinese,Mughlai,Continental",,Khar,"The Bawa Kitchen
                                    ",4.3,(151 Reviews),https://www.zomato.com/mumbai/the-bawa-kitchen-khar
Quick Bites,Rs. 400,Lebanese,,Borivali West,"Tandoor Tadka Shawarma
                                    ",4.3,(239 Reviews),https://www.zomato.com/mumbai/tandoor-tadka-shawarma-borivali-west
Quick Bites,Rs. 150,"Street Food,Fast Food",,Vasai,"Jagdamba Bhelpuri & Sandwich House
                                    ",4.3,(459 Reviews),https://www.zomato.com/mumbai/jagdamba-bhelpuri-sandwich-house-vasai
"Bakery,Quick Bites",Rs. 200,"Bakery,Desserts,Fast Food",Irani Cafés,Fort,"Yazdani Bakery & Restaurant
                                    ",4.3,(691 Reviews),https://www.zomato.com/mumbai/yazdani-bakery-restaurant-fort
,Rs. 650,"Bakery,Desserts",,Cuffe Parade,"Mama Z's
                                    ",4.3,(72 Reviews),https://www.zomato.com/mumbai/mama-zs-cuffe-parade
Casual Dining,"Rs. 1,000","Konkan,Goan,Seafood","Super Seafood,Regional Favorites",Mahim,"Fresh Catch
                                    ",4.3,(646 Reviews),https://www.zomato.com/mumbai/fresh-catch-mahim
Quick Bites,Rs. 700,"Chinese,Japanese,Indonesian,Thai,Beverages",Pan-Asian Delicacies,Airoli,"Pincuk
                                    ","4.4,4.1",,https://www.zomato.com/mumbai/pincuk-airoli-navi-mumbai
"Bar,Casual Dining","Rs. 2,400","Finger Food,Chinese,North Indian,Thai",Late Night Restaurants,Chakala,"The Beer Cafe
                                    ",4.3,"(1,044 Reviews)",https://www.zomato.com/mumbai/the-beer-cafe-chakala
Sweet Shop,Rs. 400,"Mithai,Desserts",,Kandivali East,"Sweet Bengal
                                    ",4.3,(695 Reviews),https://www.zomato.com/mumbai/sweet-bengal-1-kandivali-east
"Casual Dining,Bar","Rs. 1,600","Asian,Chinese,Thai",Pan-Asian Delicacies,Mahim,"And Chillies
                                    ","4.4,4.2",,https://www.zomato.com/mumbai/and-chillies-mahim
Dessert Parlor,Rs. 150,"Desserts,Ice Cream",Best of Mumbai,Mumbai CST Area,"Taj Icecream
                                    ","4.5,4.1",,https://www.zomato.com/mumbai/taj-icecream-cst
,Rs. 500,"Chinese,Fast Food",,Powai,"Chilli Oyster
                                    ",4.3,(105 Reviews),https://www.zomato.com/mumbai/chilli-oyster-1-powai
Casual Dining,"Rs. 1,900","Brazilian,Steak,South American","Meat Cravings,Best of Mumbai",Bandra Kurla Complex,"Boteco - Restaurante Brasileiro
                                    ","4.6,4.0",,https://www.zomato.com/mumbai/boteco-restaurante-brasileiro-bandra-kurla-complex
Dessert Parlor,Rs. 300,Desserts,,Malad West,"Waffles By Di Bella
                                    ",4.3,(312 Reviews),https://www.zomato.com/mumbai/waffles-by-di-bella-malad-west
Quick Bites,Rs. 200,"Sandwich,Pizza,Fast Food",,Kandivali East,"Ganesh Snack & Juice Corner
                                    ","4.1,4.4",,https://www.zomato.com/mumbai/ganesh-snack-juice-corner-kandivali-east
Sweet Shop,Rs. 250,"Mithai,Street Food,Fast Food",,Grant Road,"Brijwasi Sweets
                                    ",4.3,(442 Reviews),https://www.zomato.com/mumbai/brijwasi-sweets-grant-road
Casual Dining,"Rs. 1,500","North Indian,Mughlai,Chinese",On the Outskirts,"Hotel Highway View, Sanpada","Shikara
                                    ","4.2,4.4",,https://www.zomato.com/mumbai/shikara-sanpada-navi-mumbai
Dessert Parlor,Rs. 150,"Desserts,Ice Cream",,Near Andheri West Station,"Atul Dairy
                                    ",4.3,(188 Reviews),https://www.zomato.com/mumbai/atul-dairy-near-andheri-west-station
"Bakery,Dessert Parlor",Rs. 400,"Bakery,Desserts",,Vasai,"Brownie Point
                                    ",4.3,(514 Reviews),https://www.zomato.com/mumbai/brownie-point-vasai
Quick Bites,Rs. 300,Healthy Food,,Ghansoli,"Fruitiffin
                                    ","3.9,4.6",,https://www.zomato.com/mumbai/fruitiffin-ghansoli-navi-mumbai
"Café,Bar","Rs. 1,700","Cafe,Italian,French,Salad",,Churchgate,"Mockingbird Cafe Bar
                                    ","4.4,4.2",,https://www.zomato.com/mumbai/mockingbird-cafe-bar-churchgate
"Bar,Lounge","Rs. 2,300","Finger Food,Pizza,Seafood","Where's The Party?,Gigs and Events,Happy Hours",Juhu,"Yeda Republic
                                    ",4.3,"(2,911 Reviews)",https://www.zomato.com/mumbai/yeda-republic-juhu
Fine Dining,"Rs. 2,400","European,Italian,American,Salad,Desserts","Gourmet Pizza,Kickass Burgers","Palladium Mall, Lower Parel","Indigo Delicatessen
                                    ","4.4,4.1",,https://www.zomato.com/mumbai/indigo-deli-lower-parel
,Rs. 250,Momos,,"Andheri Lokhandwala, Andheri West","Suraj Lama Momos
                                    ",4.3,(166 Reviews),https://www.zomato.com/mumbai/suraj-lama-momos-andheri-lokhandwala
Quick Bites,Rs. 200,Momos,,Dahisar West,"The Little Cart
                                    ",4.3,(107 Reviews),https://www.zomato.com/mumbai/the-little-cart-dahisar-west
,Rs. 300,Coffee,,Malad West,"Slay Coffee
                                    ",4.3,(94 Reviews),https://www.zomato.com/mumbai/slay-coffee-malad-west
,Rs. 600,"Italian,Mexican,Fast Food,Pizza",,Malad West,"Squisito
                                    ",4.3,(103 Reviews),https://www.zomato.com/mumbai/squisito-malad-west
Dessert Parlor,Rs. 150,Ice Cream,,"Versova, Andheri West","Pabrai's Fresh and Naturelle Ice Creams
                                    ","4.0,4.6",,https://www.zomato.com/mumbai/pabrais-fresh-and-naturelle-ice-creams-versova
Dessert Parlor,Rs. 500,Bakery,,Nalasopara,"Le Gateau
                                    ",4.3,(103 Reviews),https://www.zomato.com/mumbai/le-gateau-1-nalasopara
Dessert Parlor,Rs. 350,"Desserts,Fast Food,Beverages",,Nerul,"99 Pancakes
                                    ",4.3,(976 Reviews),https://www.zomato.com/mumbai/99-pancakes-nerul-navi-mumbai
Paan Shop,Rs. 150,Paan,,Vile Parle East,"Jagdish Chaurasia Pan Bhandar
                                    ",4.3,(278 Reviews),https://www.zomato.com/mumbai/jagdish-chaurasia-pan-bhandar-vile-parle-east
Bakery,Rs. 500,"Bakery,Desserts",,"Pali Hill, Bandra West","Bombay Bizare Baker
                                    ",4.3,(114 Reviews),https://www.zomato.com/mumbai/bombay-bizare-baker-pali-hill-bandra-west
Casual Dining,Rs. 900,"North Indian,Chinese",,Mahakali,"Viaan
                                    ","4.3,4.2",,https://www.zomato.com/mumbai/viaan-mahakali
Beverage Shop,Rs. 200,"Juices,Beverages",,Vile Parle West,"Hari Om Juice & Milk Shake Centre
                                    ",4.3,"(1,346 Reviews)",https://www.zomato.com/mumbai/hari-om-juice-milk-shake-centre-vile-parle-west
,Rs. 700,"North Indian,Chinese,Seafood,Biryani","
                                                                                        25% off on all orders
                                        ",Chandivali,"Biryani Hut & Kebab Shop
                                    ",4.3,(57 Reviews),https://www.zomato.com/mumbai/biryani-hut-kebab-shop-chandivali
Bakery,Rs. 300,Bakery,,Marol,"Occasions
                                    ",4.3,(89 Reviews),https://www.zomato.com/mumbai/occasions-marol
Fine Dining,"Rs. 4,050","Hyderabadi,North Indian",,"Sahara Star, Vile Parle East","Namak - Sahara Star
                                    ",4.3,(471 Reviews),https://www.zomato.com/mumbai/namak-sahara-star-vile-parle-east
,Rs. 400,"North Indian,Street Food",,"7 Bungalows, Andheri West","Aapke Prathe
                                    ",4.3,(367 Reviews),https://www.zomato.com/mumbai/aapke-prathe-1-7-bungalows
Beverage Shop,Rs. 300,"Beverages,Juices",,Kandivali East,"Detox Cold Pressed Juice Bar
                                    ","3.9,4.7",,https://www.zomato.com/mumbai/detox-cold-pressed-juice-bar-kandivali-east
Casual Dining,"Rs. 1,600","North Indian,Asian,Italian,Mexican",,"Hill Road, Bandra West","Oheka
                                    ",4.3,(608 Reviews),https://www.zomato.com/mumbai/oheka-hill-road-bandra-west
,Rs. 600,"North Indian,Chinese",,Chakala,"Cooked - Home Food Soul Food
                                    ",4.3,(72 Reviews),https://www.zomato.com/mumbai/cooked-home-food-soul-food-chakala
Bakery,Rs. 650,"Bakery,Desserts",,Chembur,"Sindulgence
                                    ",4.3,(102 Reviews),https://www.zomato.com/mumbai/sindulgence-chembur
Quick Bites,Rs. 300,"North Indian,Rolls",,Mira Road,"Rasile Amritsari Bite
                                    ","4.1,4.4",,https://www.zomato.com/mumbai/rasile-amritsari-bite-mira-road
Fine Dining,"Rs. 3,000","North Indian,Continental,Chinese,Thai,Maharashtrian",,"Meluha The Fern, Powai","Tiara Restaurant & Bar - Meluha The Fern
                                    ",4.3,(832 Reviews),https://www.zomato.com/mumbai/tiara-restaurant-bar-meluha-the-fern-powai
"Bar,Fine Dining","Rs. 3,100",Continental,,"Taj Lands End, Bandra","House of Nomad - Taj Lands End
                                    ",4.3,(410 Reviews),https://www.zomato.com/mumbai/house-of-nomad-taj-lands-end-bandstand-bandra-west
,Rs. 500,"Desserts,Bakery",,Chembur,"Exquisite
                                    ",4.3,(45 Reviews),https://www.zomato.com/mumbai/exquisite-chembur
,Rs. 450,Biryani,,Powai,"Khas-am-Khas Biryani
                                    ",4.3,(57 Reviews),https://www.zomato.com/mumbai/khas-am-khas-biryani-powai
